25 30
10 15
81 16
36 74
20 53
84 22
19 24
68 39
11 79
19 7
15 35
48 15
12 75
58 49
58 18
52 83
0 14
51 33
82 39
7 3
92 44
25 63
20 45
3 31
24 74
38 91
62 38
7 26
13 65
75 23
83 27
7 83
93 10
16 75
49 76
30 42
72 55
5 92
52 60
75 76
87 13
20 49
4 27
75 17
92 50
41 27
29 0
62 74
10 30
1 59
58 32
53 30
39 11
74 92
71 49
20 58
15 40
59 19
67 34
88 11
36 29
38 17
81 0
91 91
83 93
3 41
25 8
24 16
19 50
8 91
52 29
1 67
21 61
38 41
47 78
52 84
8 91
53 41
43 97
33 26
90 88
20 67
96 44
83 16
94 44
59 46
25 12
65 46
73 55
87 73
34 40
9 94
83 62
35 26
59 20
5 1
8 25
20 57
69 56
25 15
0 36
62 25
48 27
23 74
83 11
47 69
3 8
63 86
70 98
64 82
71 69
35 31
46 56
88 15
12 65
31 12
1 45
89 50
24 12
24 59
75 23
28 30
31 91
68 53
42 33
87 13
54 23
44 53
79 85
68 91
2 51
55 4
48 96
6 73
60 82
32 36
5 61
66 88
4 35
93 46
20 81
11 26
4 8
79 83
93 0
26 95
3 33
51 52
29 57
77 89
91 9
77 48
22 96
36 27
31 30
25 3
11 37
29 15
97 9
50 42
61 28
37 64
61 41
68 42
50 45
83 42
55 61
90 29
57 79
8 40
9 34
43 72
23 24
39 20
85 89
62 46
17 51
11 30
44 31
72 95
77 55
89 84
68 79
13 25
58 22
65 19
8 60
91 83
85 82
55 22
71 17
69 40
20 32
22 65
63 94
12 40
2 1
24 70
32 90
48 91
64 65
62 72
26 6
7 63
88 62
85 12
31 54
4 51
38 27
68 2
73 32
94 75
33 71
98 66
61 46
9 77
11 23
49 37
29 56
52 70
70 38
34 1
44 38
52 83
17 73
37 91
5 31
66 91
2 16
9 15
62 70
92 74
93 93
63 75
1 16
97 71
6 31
72 50
69 77
85 87
50 22
30 7
54 96
50 8
65 59
76 27
29 68
53 75
14 69
50 15
85 99
39 43
30 11
93 51
40 79
90 42
53 20
50 7
69 0
68 34
12 44
61 41
64 67
68 78
36 70
46 73
69 85
16 99
48 61
51 89
92 41
31 46
62 33
5 31
86 73
65 98
69 78
91 86
45 60
64 81
82 62
6 52
47 22
51 96
84 54
37 28
96 68
74 10
54 80
93 40
5 10
38 27
40 81
13 86
93 29
19 76
44 26
28 91
0 31
39 36
86 76
65 34
45 39
96 51
71 89
91 29
99 81
56 91
62 21
77 8
2 49
84 46
27 64
90 27
95 29
64 33
58 29
67 55
20 63
6 92
4 97
21 55
30 29
47 44
2 76
52 56
25 88
55 52
52 45
32 48
26 96
33 36
77 1
91 97
16 97
89 73
46 62
28 76
43 27
21 97
4 73
54 81
62 61
86 66
58 18
66 84
66 0
73 43
53 64
92 69
14 82
94 12
96 23
89 92
2 62
89 6
87 95
40 1
56 26
68 14
96 34
51 62
86 24
57 39
40 49
61 6
83 55
19 80
30 8
72 33
22 13
91 9
9 31
11 17
57 31
32 53
17 35
67 4
11 24
95 51
74 56
58 57
12 77
89 94
37 13
79 59
27 71
20 88
2 83
5 12
14 37
17 84
72 37
40 35
61 35
87 87
92 97
97 56
26 38
50 63
52 30
74 31
53 46
19 7
30 24
19 96
14 89
80 38
26 20
74 39
8 61
79 0
10 28
8 36
18 58
99 70
40 25
53 45
71 72
53 1
49 24
50 63
65 82
1 43
55 75
83 63
88 14
63 98
94 71
34 12
81 85
35 74
62 88
19 34
13 24
87 62
49 89
25 14
72 26
58 27
54 93
42 94
59 57
45 53
80 31
17 61
17 52
87 31
41 59
65 54
83 5
16 84
94 93
51 18
71 61
45 25
54 39
72 65
96 17
18 76
48 35
90 17
40 77
49 81
88 66
87 24
71 55
8 18
48 59
36 19
20 34
97 26
73 69
43 70
86 61
98 86
49 88
4 89
18 5
22 6
71 61
82 95
16 91
13 64
2 49
83 75
35 80
53 9
1 97
31 39
10 81
26 11
70 82
52 88
87 74
46 58
87 29
53 3
72 18
67 26
20 3
1 55
83 7
16 37
4 99
76 66
